"ENTREZID","SYMBOL","ENSEMBL","chr","start","end","strand","width","Mark","Contrast","Log_signal_difference","AveExpr","t","P_value","FDR","B","Direction"
"5605","MAP2K2","ENSG00000126934","chr19",4122120,4126119,"-",4000,"H3K27ac","BG_vs_RPMI",-0.171185357031558,4.66674029047649,-0.480210466998479,0.643581641140355,0.99973894856585,-4.61997770691189,"DOWN"
"5606","MAP2K3","ENSG00000034152","chr17",21185984,21189983,"+",4000,"H3K27ac","BG_vs_RPMI",0.139058851196926,5.59028953187758,0.435554103144201,0.674357964630623,0.99973894856585,-4.62136710684009,"UP"
"5607","MAP2K5","ENSG00000137764","chr15",67833041,67837040,"+",4000,"H3K27ac","BG_vs_RPMI",0.405022848537613,4.25780981400306,0.826176948205557,0.431999918054138,0.99973894856585,-4.60544621662445,"UP"
"5608","MAP2K6","ENSG00000108984","chr17",67408838,67412837,"+",4000,"H3K27ac","BG_vs_RPMI",-0.196631740657354,2.55177425139942,-0.354665884343062,0.731756436099978,0.99973894856585,-4.62356516002149,"DOWN"
"5609","MAP2K7","ENSG00000076984","chr19",7966728,7970727,"+",4000,"H3K27ac","BG_vs_RPMI",0.130307241498846,4.73488059178333,0.335644952366416,0.745534919600475,0.99973894856585,-4.62402072355847,"UP"
"5610","EIF2AK2","ENSG00000055332","chr2",37382666,37386665,"-",4000,"H3K27ac","BG_vs_RPMI",0.093525048407527,3.69209449193946,0.215107340204562,0.834918489851981,0.99973894856585,-4.62634545647887,"UP"
"5613","PRKX","ENSG00000183943","chrX",3629691,3633690,"-",4000,"H3K27ac","BG_vs_RPMI",0.382550386935981,4.37878032923195,1.10905691693155,0.298758163365132,0.99973894856585,-4.58965271847571,"UP"
"56155","TEX14","ENSG00000121101","chr17",56767417,56771416,"-",4000,"H3K27ac","BG_vs_RPMI",0.191719616192524,3.63147373337725,0.409001153257518,0.692975403483608,0.99973894856585,-4.62213457759725,"UP"
"56164","STK31","ENSG00000196335","chr7",23747822,23751821,"+",4000,"H3K27ac","BG_vs_RPMI",-0.289153014917731,1.2767777820313,-0.86419625211445,0.41195719386124,0.99973894856585,-4.60349526870537,"DOWN"
"5681","PSKH1","ENSG00000159792","chr16",67925157,67929156,"+",4000,"H3K27ac","BG_vs_RPMI",0.034108385264001,4.42708316875571,0.0956815432545048,0.926062309212838,0.99973894856585,-4.6276610085015,"UP"
"56924","PAK6","ENSG00000137843","chr15",40508701,40512700,"+",4000,"H3K27ac","BG_vs_RPMI",-0.298728553446855,1.84240270456812,-0.801548361553694,0.445337344945999,0.99973894856585,-4.60667707431958,"DOWN"
"57118","CAMK1D","ENSG00000183049","chr10",12389546,12393545,"+",4000,"H3K27ac","BG_vs_RPMI",0.256413829723281,4.75634123245973,0.421799493232137,0.683973327805981,0.99973894856585,-4.62177019203252,"UP"
"57143","ADCK1","ENSG00000063761","chr14",78264452,78268451,"+",4000,"H3K27ac","BG_vs_RPMI",-0.123687256267349,4.96463562563692,-0.28930281990609,0.779503730109091,0.99973894856585,-4.62503047953339,"DOWN"
"57147","SCYL3","ENSG00000000457","chr1",169861409,169865408,"-",4000,"H3K27ac","BG_vs_RPMI",-0.343966323724644,5.40121581046497,-0.889602770975956,0.398934536709528,0.99973894856585,-4.60215846366328,"DOWN"
"57172","CAMK1G","ENSG00000008118","chr1",209755059,209759058,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0302571583307485,1.09854716487181,-0.0944394987769482,0.927018881475594,0.99973894856585,-4.62766941497498,"DOWN"
"57396","CLK4","ENSG00000113240","chr5",178055617,178059616,"-",4000,"H3K27ac","BG_vs_RPMI",-0.0558330862694039,1.35642245330967,-0.171147731822935,0.868240724990232,0.99973894856585,-4.62694586380442,"DOWN"
"57410","SCYL1","ENSG00000142186","chr11",65290548,65294547,"+",4000,"H3K27ac","BG_vs_RPMI",0.079928923413696,3.74349410746264,0.18835533040832,0.855159710033648,0.99973894856585,-4.62672684085884,"UP"
"5747","PTK2","ENSG00000169398","chr8",142010316,142014315,"-",4000,"H3K27ac","BG_vs_RPMI",1.00664405819492,2.51347657740718,2.76686692168781,0.0237638011926139,0.99973894856585,-4.48427398745519,"UP"
"5753","PTK6","ENSG00000101213","chr20",62166730,62170729,"-",4000,"H3K27ac","BG_vs_RPMI",-0.0720249881239541,4.31766125159171,-0.180826517480008,0.86087745320825,0.99973894856585,-4.62682521029679,"DOWN"
"57538","ALPK3","ENSG00000136383","chr15",85358587,85362586,"+",4000,"H3K27ac","BG_vs_RPMI",0.526475854749183,1.95949688020765,1.33801385702392,0.216680308623412,0.99973894856585,-4.57522858485931,"UP"
"5754","PTK7","ENSG00000112655","chr6",43042045,43046044,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0855246692842999,1.38776878214065,-0.274436162587327,0.790512369693728,0.99973894856585,-4.62532395715176,"DOWN"
"57551","TAOK1","ENSG00000160551","chr17",27715381,27719380,"+",4000,"H3K27ac","BG_vs_RPMI",-0.00529504991328533,5.37179545618665,-0.015155078077678,0.988269415258072,0.99973894856585,-4.62797907073606,"DOWN"
"57761","TRIB3","ENSG00000101255","chr20",341479,345478,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0453957362973252,1.66350761327661,-0.146193936560163,0.88728579994103,0.99973894856585,-4.62722669714759,"DOWN"
"57787","MARK4","ENSG00000007047","chr19",45580546,45584545,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0623890082384073,3.55796111467112,-0.159515187704231,0.877108331956634,0.99973894856585,-4.62708220832296,"DOWN"
"5871","MAP4K2","ENSG00000168067","chr11",64568714,64572713,"-",4000,"H3K27ac","BG_vs_RPMI",0.221123123658021,3.30515105417567,0.52717226746394,0.611984763637497,0.99973894856585,-4.61838654699547,"UP"
"5891","MOK","ENSG00000080823","chr14",102769528,102773527,"-",4000,"H3K27ac","BG_vs_RPMI",-0.147060486998123,1.99519025920802,-0.431039739831982,0.67750693095009,0.99973894856585,-4.62150070686464,"DOWN"
"5894","RAF1","ENSG00000132155","chr3",12703701,12707700,"-",4000,"H3K27ac","BG_vs_RPMI",-0.00543568450866161,6.06459926712966,-0.0132423521698071,0.989749831008952,0.99973894856585,-4.62798100840902,"DOWN"
"5979","RET","ENSG00000165731","chr10",43570512,43574511,"+",4000,"H3K27ac","BG_vs_RPMI",-0.218302294022605,1.33477712833785,-0.660930344652527,0.526721327701022,0.99973894856585,-4.61316486317561,"DOWN"
"6011","GRK1","ENSG00000185974","chr13",114319470,114323469,"+",4000,"H3K27ac","BG_vs_RPMI",-0.43494963270088,1.26456270312165,-1.31614880787557,0.223596779344475,0.99973894856585,-4.57664932402172,"DOWN"
"6041","RNASEL","ENSG00000135828","chr1",182556392,182560391,"-",4000,"H3K27ac","BG_vs_RPMI",-0.223841433851835,4.3380375617098,-0.627053753064151,0.547620704165997,0.99973894856585,-4.61457994262458,"DOWN"
"6046","BRD2","ENSG00000204256","chr6",32934371,32938370,"+",4000,"H3K27ac","BG_vs_RPMI",-0.191567873836699,6.85805170531229,-0.487927901072639,0.638333752713377,0.99973894856585,-4.61972526575184,"DOWN"
"6093","ROCK1","ENSG00000067900","chr18",18689775,18693774,"-",4000,"H3K27ac","BG_vs_RPMI",0.279928230218752,5.90951368026377,0.647092877235593,0.535199179028616,0.99973894856585,-4.61375018909362,"UP"
"6098","ROS1","ENSG00000047936","chr6",117745106,117749105,"-",4000,"H3K27ac","BG_vs_RPMI",-0.126467069583633,1.26156134490624,-0.349991103645444,0.735133473866547,0.99973894856585,-4.62367932051015,"DOWN"
"613","BCR","ENSG00000186716","chr22",23519891,23523890,"+",4000,"H3K27ac","BG_vs_RPMI",0.0844156439437875,2.7468681073413,0.246449789155604,0.811369823835807,0.99973894856585,-4.62583579912339,"UP"
"6195","RPS6KA1","ENSG00000117676","chr1",26854252,26858251,"+",4000,"H3K27ac","BG_vs_RPMI",0.571986008304805,3.62545225055214,1.35955460361319,0.210046258474076,0.99973894856585,-4.57382199000353,"UP"
"6196","RPS6KA2","ENSG00000071242","chr6",167317940,167321939,"-",4000,"H3K27ac","BG_vs_RPMI",-0.0596164018167757,1.76834801829662,-0.156927146488639,0.879083772212031,0.99973894856585,-4.62711125395574,"DOWN"
"6197","RPS6KA3","ENSG00000177189","chrX",20283638,20287637,"-",4000,"H3K27ac","BG_vs_RPMI",0.058479146078521,4.94857222211749,0.148214561717709,0.88574056100197,0.99973894856585,-4.62720558200066,"UP"
"6198","RPS6KB1","ENSG00000108443","chr17",57968407,57972406,"+",4000,"H3K27ac","BG_vs_RPMI",-0.133644416243715,4.49373947388527,-0.300481337051054,0.77126053775775,0.99973894856585,-4.62480001543568,"DOWN"
"6199","RPS6KB2","ENSG00000175634","chr11",67193931,67197930,"+",4000,"H3K27ac","BG_vs_RPMI",0.146380864361001,4.23665520126083,0.401762652922115,0.698089885847182,0.99973894856585,-4.62233607997716,"UP"
"6259","RYK","ENSG00000163785","chr3",133967702,133971701,"-",4000,"H3K27ac","BG_vs_RPMI",0.342663558117364,4.45930400618225,1.02024307797854,0.336663385526029,0.99973894856585,-4.59490367290271,"UP"
"6300","MAPK12","ENSG00000188130","chr22",50698146,50702145,"-",4000,"H3K27ac","BG_vs_RPMI",-0.394937363581298,1.86487924045444,-0.868606318061853,0.409675379513961,0.99973894856585,-4.60326508958482,"DOWN"
"640","BLK","ENSG00000136573","chr8",11342403,11346402,"+",4000,"H3K27ac","BG_vs_RPMI",-0.376089152814151,1.29974918372574,-1.14776533287988,0.28333133818207,0.99973894856585,-4.5872953896899,"DOWN"
"6416","MAP2K4","ENSG00000065559","chr17",11922146,11926145,"+",4000,"H3K27ac","BG_vs_RPMI",0.0754723180876669,4.10615615635475,0.223145007214026,0.828861603186618,0.99973894856585,-4.6262211969629,"UP"
"644","BLVRA","ENSG00000106605","chr7",43796279,43800278,"+",4000,"H3K27ac","BG_vs_RPMI",0.386597048508384,3.93052555995477,0.83418514485973,0.427722996751625,0.99973894856585,-4.60504033760229,"UP"
"6446","SGK1","ENSG00000118515","chr6",134637251,134641250,"-",4000,"H3K27ac","BG_vs_RPMI",0.453699642795776,1.89252834528012,1.30671250687093,0.226639278756201,0.99973894856585,-4.57726015439539,"UP"
"646643","SBK2","ENSG00000187550","chr19",56046501,56050500,"-",4000,"H3K27ac","BG_vs_RPMI",0.114566701597884,1.58854410455623,0.332307675177038,0.747962597989632,0.99973894856585,-4.62409820261966,"UP"
"65018","PINK1","ENSG00000158828","chr1",20957951,20961950,"+",4000,"H3K27ac","BG_vs_RPMI",0.0998222457828382,4.27431007114811,0.195254172745281,0.849928331775225,0.99973894856585,-4.62663323934624,"UP"
"65061","CDK15","ENSG00000138395","chr2",202653184,202657183,"+",4000,"H3K27ac","BG_vs_RPMI",-0.291441272845498,1.4558372383786,-0.934611043636993,0.376595273191475,0.99973894856585,-4.5997284786085,"DOWN"
"65125","WNK1","ENSG00000060237","chr12",859745,863744,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0196128246005163,5.68511878681391,-0.0349138676818329,0.972980385458702,0.99973894856585,-4.62794378296981,"DOWN"
"65266","WNK4","ENSG00000126562","chr17",40930628,40934627,"+",4000,"H3K27ac","BG_vs_RPMI",-0.1640047726507,1.28342634723606,-0.514498740880613,0.62043129488774,0.99973894856585,-4.61882883946283,"DOWN"
"65267","WNK3","ENSG00000196632","chrX",54383076,54387075,"-",4000,"H3K27ac","BG_vs_RPMI",-0.415089633246712,1.21896968241707,-1.2049005417203,0.261742100658105,0.99973894856585,-4.58374892492057,"DOWN"
"65268","WNK2","ENSG00000165238","chr9",95944404,95948403,"+",4000,"H3K27ac","BG_vs_RPMI",-0.225091309263866,1.43778373705715,-0.6991118928144,0.503756845228092,0.99973894856585,-4.61149863143361,"DOWN"
"657","BMPR1A","ENSG00000107779","chr10",88513543,88517542,"+",4000,"H3K27ac","BG_vs_RPMI",0.123539208632968,2.96873886025659,0.352879468864944,0.733046207748529,0.99973894856585,-4.62360895369124,"UP"
"658","BMPR1B","ENSG00000138696","chr4",95677106,95681105,"+",4000,"H3K27ac","BG_vs_RPMI",-0.235369884067617,1.11785564642436,-0.699397955035473,0.503587189962663,0.99973894856585,-4.61148586938723,"DOWN"
"659","BMPR2","ENSG00000204217","chr2",203239050,203243049,"+",4000,"H3K27ac","BG_vs_RPMI",0.298883277908118,5.10022752955369,0.543185361229144,0.601399852134035,0.99973894856585,-4.6178142980601,"UP"
"65975","STK33","ENSG00000130413","chr11",8613837,8617836,"-",4000,"H3K27ac","BG_vs_RPMI",-0.0222341870132385,1.28722695833767,-0.0693573167849513,0.946360820944997,0.99973894856585,-4.62781574688982,"DOWN"
"660","BMX","ENSG00000102010","chrX",15480369,15484368,"+",4000,"H3K27ac","BG_vs_RPMI",-0.197701536998368,1.28508682614482,-0.558644784135062,0.591275030377023,0.99973894856585,-4.61724779599286,"DOWN"
"6714","SRC","ENSG00000197122","chr20",35971088,35975087,"+",4000,"H3K27ac","BG_vs_RPMI",0.339171375478961,4.65129185491054,0.918372921014385,0.384547161673764,0.99973894856585,-4.60061404044413,"UP"
"673","BRAF","ENSG00000157764","chr7",140622730,140626729,"-",4000,"H3K27ac","BG_vs_RPMI",-0.235175041310487,4.3299583223672,-0.632904426924656,0.543976584126411,0.99973894856585,-4.61433989460993,"DOWN"
"6732","SRPK1","ENSG00000096063","chr6",35887120,35891119,"-",4000,"H3K27ac","BG_vs_RPMI",0.351349807305479,4.20708784569583,0.739630105344969,0.480086895346969,0.99973894856585,-4.60965089614738,"UP"
"6733","SRPK2","ENSG00000135250","chr7",105037756,105041755,"-",4000,"H3K27ac","BG_vs_RPMI",-0.0803983623747913,1.3421246403644,-0.241829841787138,0.814828847952169,0.99973894856585,-4.62591515983353,"DOWN"
"676","BRDT","ENSG00000137948","chr1",92412900,92416899,"+",4000,"H3K27ac","BG_vs_RPMI",-0.320233430390501,1.24750383948948,-1.00864743485998,0.341874512174529,0.99973894856585,-4.59557150703958,"DOWN"
"6787","NEK4","ENSG00000114904","chr3",52802963,52806962,"-",4000,"H3K27ac","BG_vs_RPMI",0.0761574135134735,4.34444853884237,0.166443103232973,0.871824810525368,0.99973894856585,-4.6270021469628,"UP"
"6788","STK3","ENSG00000104375","chr8",99953056,99957055,"-",4000,"H3K27ac","BG_vs_RPMI",-0.271445656437397,1.54305860780239,-0.833162126465062,0.428267718489478,0.99973894856585,-4.60509233969403,"DOWN"
"6789","STK4","ENSG00000101109","chr20",43593135,43597134,"+",4000,"H3K27ac","BG_vs_RPMI",-0.11333278955886,5.30796698715754,-0.192555571248825,0.851973754386188,0.99973894856585,-4.62667024715517,"DOWN"
"6790","AURKA","ENSG00000087586","chr20",54965394,54969393,"-",4000,"H3K27ac","BG_vs_RPMI",0.0308220834704898,4.4243090712603,0.0808219971239163,0.937514417053861,0.99973894856585,-4.62775440429092,"UP"
"6792","CDKL5","ENSG00000008086","chrX",18441703,18445702,"+",4000,"H3K27ac","BG_vs_RPMI",0.118435614995499,2.50320247185309,0.282807499082838,0.784307153292579,0.99973894856585,-4.62516053476073,"UP"
"6793","STK10","ENSG00000072786","chr5",171613229,171617228,"-",4000,"H3K27ac","BG_vs_RPMI",0.132018027844485,6.06735249930308,0.342686758598216,0.740422304270874,0.99973894856585,-4.62385483386027,"UP"
"6794","STK11","ENSG00000118046","chr19",1175557,1179556,"+",4000,"H3K27ac","BG_vs_RPMI",0.72012924639539,4.13307638654767,1.94368840371745,0.0868285821326311,0.99973894856585,-4.53467394978132,"UP"
"6795","AURKC","ENSG00000105146","chr19",57740377,57744376,"+",4000,"H3K27ac","BG_vs_RPMI",-0.37300342184327,1.30377907585194,-1.01963639334816,0.336934517677586,0.99973894856585,-4.59493872120342,"DOWN"
"6850","SYK","ENSG00000165025","chr9",93562069,93566068,"+",4000,"H3K27ac","BG_vs_RPMI",0.0719088712921447,6.03167148755486,0.123774806615917,0.90446316466963,0.99973894856585,-4.62744169251903,"UP"
"6872","TAF1","ENSG00000147133","chrX",70583986,70587985,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0405723968075664,4.73624803714952,-0.10916781106761,0.915684275857383,0.99973894856585,-4.62756269348082,"DOWN"
"6885","MAP3K7","ENSG00000135341","chr6",91294806,91298805,"-",4000,"H3K27ac","BG_vs_RPMI",0.113896414874004,4.7117384977158,0.353216412226998,0.732802869602284,0.99973894856585,-4.62360070952341,"UP"
"695","BTK","ENSG00000010671","chrX",100643785,100647784,"-",4000,"H3K27ac","BG_vs_RPMI",0.302685874446799,3.55870881295459,0.894498197356176,0.396459480479338,0.99973894856585,-4.60189793369174,"UP"
"699","BUB1","ENSG00000169679","chr2",111433641,111437640,"-",4000,"H3K27ac","BG_vs_RPMI",-0.144096895022352,3.56882333330912,-0.247758969613586,0.81039041422726,0.99973894856585,-4.62581304486955,"DOWN"
"7006","TEC","ENSG00000135605","chr4",48269856,48273855,"-",4000,"H3K27ac","BG_vs_RPMI",-0.142374703201998,4.54791823505492,-0.299544010766604,0.771950571395933,0.99973894856585,-4.62481966176396,"DOWN"
"701","BUB1B","ENSG00000156970","chr15",40451224,40455223,"+",4000,"H3K27ac","BG_vs_RPMI",-0.169793138694584,1.87404757595404,-0.519242921216257,0.617262354767961,0.99973894856585,-4.61866437754159,"DOWN"
"7010","TEK","ENSG00000120156","chr9",27107139,27111138,"+",4000,"H3K27ac","BG_vs_RPMI",-0.292619840301155,1.26427584292712,-0.921907893847971,0.382805721571198,0.99973894856585,-4.60042209603678,"DOWN"
"7016","TESK1","ENSG00000107140","chr9",35603259,35607258,"+",4000,"H3K27ac","BG_vs_RPMI",0.0373752441664914,5.03654325313289,0.0642794207264525,0.950281636547357,0.99973894856585,-4.62783993056669,"UP"
"7046","TGFBR1","ENSG00000106799","chr9",101864320,101868319,"+",4000,"H3K27ac","BG_vs_RPMI",0.323113372203308,5.13923575467226,0.560723758041144,0.589920590289987,0.99973894856585,-4.61717057047103,"UP"
"7048","TGFBR2","ENSG00000163513","chr3",30645970,30649969,"+",4000,"H3K27ac","BG_vs_RPMI",0.12479325154876,6.20964461389597,0.215860522724853,0.834350416814318,0.99973894856585,-4.62633400179859,"UP"
"7075","TIE1","ENSG00000066056","chr1",43764653,43768652,"+",4000,"H3K27ac","BG_vs_RPMI",0.41614022250117,1.86585264140588,1.05205404315532,0.322680146206927,0.99973894856585,-4.59304979051116,"UP"
"7204","TRIO","ENSG00000038382","chr5",14141451,14145450,"+",4000,"H3K27ac","BG_vs_RPMI",0.305211505628889,5.1324283921593,0.959203537727336,0.364783335004837,0.99973894856585,-4.59836890345158,"UP"
"7272","TTK","ENSG00000112742","chr6",80711604,80715603,"+",4000,"H3K27ac","BG_vs_RPMI",-0.298310579629073,3.68396208598604,-0.672465444470163,0.519716844622406,0.99973894856585,-4.61266932276633,"DOWN"
"7273","TTN","ENSG00000155657","chr2",179693530,179697529,"-",4000,"H3K27ac","BG_vs_RPMI",-0.381077716073744,1.31683480167908,-1.06139401306524,0.318661162944271,0.99973894856585,-4.59249960485635,"DOWN"
"7294","TXK","ENSG00000074966","chr4",48134268,48138267,"-",4000,"H3K27ac","BG_vs_RPMI",-0.287247454579277,1.45209085431582,-0.904847205836605,0.391263554784462,0.99973894856585,-4.60134409348508,"DOWN"
"7297","TYK2","ENSG00000105397","chr19",10489285,10493284,"-",4000,"H3K27ac","BG_vs_RPMI",0.136609094235945,4.42726200069994,0.295044427999187,0.775266022011515,0.99973894856585,-4.62491315354125,"UP"
"7301","TYRO3","ENSG00000092445","chr15",41847873,41851872,"+",4000,"H3K27ac","BG_vs_RPMI",0.00680879897704445,2.32138192942362,0.0211327158269562,0.983643168156427,0.99973894856585,-4.62797133280244,"UP"
"7443","VRK1","ENSG00000100749","chr14",97261641,97265640,"+",4000,"H3K27ac","BG_vs_RPMI",0.0187061095308221,2.89154145216993,0.0536543056545154,0.958490157094972,0.99973894856585,-4.62788459717379,"UP"
"7444","VRK2","ENSG00000028116","chr2",58132764,58136763,"+",4000,"H3K27ac","BG_vs_RPMI",-0.080131977093191,2.0239080029106,-0.233480767070598,0.821090796863908,0.99973894856585,-4.62605487115815,"DOWN"
"7465","WEE1","ENSG00000166483","chr11",9593217,9597216,"+",4000,"H3K27ac","BG_vs_RPMI",0.140845611555636,3.81067724396953,0.390010692083515,0.706428223048005,0.99973894856585,-4.62265612371444,"UP"
"7525","YES1","ENSG00000176105","chr18",810548,814547,"-",4000,"H3K27ac","BG_vs_RPMI",0.200864739527808,2.01256331135744,0.54088716738177,0.602912939516324,0.99973894856585,-4.61789734082282,"UP"
"7535","ZAP70","ENSG00000115085","chr2",98328039,98332038,"+",4000,"H3K27ac","BG_vs_RPMI",-0.474119585182558,1.52149335079449,-1.493855375045,0.172525483295791,0.99973894856585,-4.56492700121855,"DOWN"
"7786","MAP3K12","ENSG00000139625","chr12",53891848,53895847,"-",4000,"H3K27ac","BG_vs_RPMI",-0.199764106690862,6.1184471510583,-0.429772047223808,0.678392414229725,0.99973894856585,-4.62153799465914,"DOWN"
"780","DDR1","ENSG00000204580","chr6",30842198,30846197,"+",4000,"H3K27ac","BG_vs_RPMI",0.272731352740686,2.44158330289825,0.719726203496676,0.491623399276977,0.99973894856585,-4.61056858502701,"UP"
"7867","MAPKAPK3","ENSG00000114738","chr3",50646951,50650950,"+",4000,"H3K27ac","BG_vs_RPMI",0.10999529727637,3.93237693041055,0.174820906705201,0.865444659297399,0.99973894856585,-4.62690084486684,"UP"
"79012","CAMKV","ENSG00000164076","chr3",49905369,49909368,"-",4000,"H3K27ac","BG_vs_RPMI",-0.189820946513407,1.29236048048133,-0.518760543458355,0.617584179794337,0.99973894856585,-4.61868116017515,"DOWN"
"79705","LRRK1","ENSG00000154237","chr15",101457532,101461531,"+",4000,"H3K27ac","BG_vs_RPMI",0.166223449629476,3.94586086532933,0.336867321178413,0.744646467152581,0.99973894856585,-4.62399216113665,"UP"
"79834","PEAK1","ENSG00000173517","chr15",77710487,77714486,"-",4000,"H3K27ac","BG_vs_RPMI",0.153489536930614,5.01272947890914,0.294913693721871,0.775362425013332,0.99973894856585,-4.62491584963221,"UP"
"79858","NEK11","ENSG00000114670","chr3",130743694,130747693,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0864051895790112,4.07834950490481,-0.197944441276226,0.847890422389642,0.99973894856585,-4.62659584237063,"DOWN"
"80122","MAP3K19","ENSG00000176601","chr2",135803039,135807038,"-",4000,"H3K27ac","BG_vs_RPMI",-0.184950802713141,1.23264941325616,-0.570990205302846,0.583257119015847,0.99973894856585,-4.61678561641987,"DOWN"
"8019","BRD3","ENSG00000169925","chr9",136931658,136935657,"-",4000,"H3K27ac","BG_vs_RPMI",0.173536604471077,4.56855824687471,0.329171390999875,0.750246783266556,0.99973894856585,-4.62417034574733,"UP"
"80216","ALPK1","ENSG00000073331","chr4",113204665,113208664,"+",4000,"H3K27ac","BG_vs_RPMI",0.436839058931226,4.02656703180151,1.29079433699521,0.231851237791726,0.99973894856585,-4.57828724141423,"UP"
"814","CAMK4","ENSG00000152495","chr5",110557351,110561350,"+",4000,"H3K27ac","BG_vs_RPMI",-0.583808077409757,1.37935578093239,-1.81185997492192,0.106538644502567,0.99973894856585,-4.54349618012658,"DOWN"
"815","CAMK2A","ENSG00000070808","chr5",149667657,149671656,"-",4000,"H3K27ac","BG_vs_RPMI",-0.111234042048375,1.28598967998647,-0.337304720411857,0.744328651171169,0.99973894856585,-4.62398191677277,"DOWN"
"816","CAMK2B","ENSG00000058404","chr7",44372177,44376176,"-",4000,"H3K27ac","BG_vs_RPMI",0.0839295966833371,1.25890172468971,0.24379545523842,0.813356632873078,0.99973894856585,-4.6258815732878,"UP"
"81629","TSSK3","ENSG00000162526","chr1",32817055,32821054,"+",4000,"H3K27ac","BG_vs_RPMI",0.123424098605183,3.52730767643625,0.275020183461481,0.790078947024029,0.99973894856585,-4.62531270972688,"UP"
"817","CAMK2D","ENSG00000145349","chr4",114681084,114685083,"-",4000,"H3K27ac","BG_vs_RPMI",0.145651058995397,5.96583893778513,0.289147011769007,0.779618837039646,0.99973894856585,-4.62503363250298,"UP"
"81788","NUAK2","ENSG00000163545","chr1",205288874,205292873,"-",4000,"H3K27ac","BG_vs_RPMI",0.531140155474979,4.39935260588884,1.34331517378936,0.215031180446971,0.99973894856585,-4.57488303141223,"UP"
"818","CAMK2G","ENSG00000148660","chr10",75632350,75636349,"-",4000,"H3K27ac","BG_vs_RPMI",-0.109571021613722,3.06929203394047,-0.247991753265176,0.810216303670734,0.99973894856585,-4.62580898670356,"DOWN"
"8295","TRRAP","ENSG00000196367","chr7",98473556,98477555,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0940472512429862,5.20488893064971,-0.265253903007358,0.797336905520265,0.99973894856585,-4.6254977583628,"DOWN"
"8317","CDC7","ENSG00000097046","chr1",91964408,91968407,"+",4000,"H3K27ac","BG_vs_RPMI",0.0191190216544039,3.83387076942387,0.0393032687353868,0.969585308093799,0.99973894856585,-4.62793216480153,"UP"
"83694","RPS6KL1","ENSG00000198208","chr14",75388006,75392005,"-",4000,"H3K27ac","BG_vs_RPMI",-0.266025416388786,1.48891059043673,-0.735557809735978,0.48243286664071,0.99973894856585,-4.60984020659279,"DOWN"
"83732","RIOK1","ENSG00000124784","chr6",7388026,7392025,"+",4000,"H3K27ac","BG_vs_RPMI",0.0282570140994567,4.77803641896672,0.0572559231914938,0.955707057975594,0.99973894856585,-4.62787035671159,"UP"
"83931","STK40","ENSG00000196182","chr1",36849526,36853525,"-",4000,"H3K27ac","BG_vs_RPMI",0.0635226477431257,5.92449679084093,0.119075657005786,0.908070707800353,0.99973894856585,-4.62748226409034,"UP"
"83983","TSSK6","ENSG00000178093","chr19",19624358,19628357,"-",4000,"H3K27ac","BG_vs_RPMI",0.198251561966116,4.51791752902991,0.50492137258233,0.626854219504671,0.99973894856585,-4.61915679762017,"UP"
"84033","OBSCN","ENSG00000154358","chr1",228393745,228397744,"+",4000,"H3K27ac","BG_vs_RPMI",-0.27509167853407,1.17471612423403,-0.789151830380696,0.452155389902808,0.99973894856585,-4.60728648940132,"DOWN"
"8408","ULK1","ENSG00000177169","chr12",132377167,132381166,"+",4000,"H3K27ac","BG_vs_RPMI",-0.0485447131752315,3.79272526709941,-0.0979749475610605,0.924296358127965,0.99973894856585,-4.6276451987706,"DOWN"
"84197","POMK","ENSG00000185900","chr8",42946641,42950640,"+",4000,"H3K27ac","BG_vs_RPMI",-0.207873767285835,4.32424230544933,-0.5184272445995,0.61780659586249,0.99973894856585,-4.61869274813999,"DOWN"
"84254","CAMKK1","ENSG00000004660","chr17",3796186,3800185,"-",4000,"H3K27ac","BG_vs_RPMI",0.0651485672554672,4.43089429806385,0.129599078650878,0.899995131968831,0.99973894856585,-4.62738924394683,"UP"
"8428","STK24","ENSG00000102572","chr13",99228195,99232194,"-",4000,"H3K27ac","BG_vs_RPMI",-0.208895478586352,5.67594300984958,-0.441230011286574,0.670408397646009,0.99973894856585,-4.62119733005675,"DOWN"
"8444","DYRK3","ENSG00000143479","chr1",206806881,206810880,"+",4000,"H3K27ac","BG_vs_RPMI",1.17908301423586,3.29746737584855,3.08250886703813,0.0145521904284096,0.99973894856585,-4.46790470535903,"UP"
"84446","BRSK1","ENSG00000160469","chr19",55791440,55795439,"+",4000,"H3K27ac","BG_vs_RPMI",-0.272366554759637,2.66169328267546,-0.749194742693833,0.474606088166641,0.99973894856585,-4.6092031532788,"DOWN"
"8445","DYRK2","ENSG00000127334","chr12",68040118,68044117,"+",4000,"H3K27ac","BG_vs_RPMI",0.231094765234056,5.5166601465436,0.64313415513959,0.537639593388776,0.99973894856585,-4.61391579504574,"UP"
